region,dday,week,date,temp.avg,temp.low,temp.high,dtv,rainfall,wind,rel.hum,pressure,sunduration,temp.ground,co,no2,o3,so3,pm10,pm25,case,ma.case,total.case
seoul,198,29,2020-07-16,23.5,18.6,28.8,10.2,0,1.4,78.9,999.7,10.1,26.7,0.4,0.018,0.033,0.003,26.3,13.7,11,11.8,2800
seoul,199,29,2020-07-17,24.6,20,30.2,10.2,0.8,1.5,81,1001.1,10,28.5,0.4,0.018,0.035,0.003,34,18.7,12,11.2,2812
seoul,200,29,2020-07-18,24.5,20.9,29.3,8.5,1,1.3,80.6,1001.2,7.3,27.7,0.5,0.018,0.042,0.003,37.7,23.3,9,10.4,2821
seoul,201,30,2020-07-19,23.8,20.3,27,6.8,20.1,2.1,86.8,997.5,0.1,23.6,0.4,0.01,0.028,0.003,22,13.7,10,10.2,2831
seoul,202,30,2020-07-20,23.5,21.8,26.4,4.6,3.5,3.1,90.6,998.6,0.3,24.3,0.4,0.01,0.032,0.003,20,10.3,2,8.8,2833
seoul,203,30,2020-07-21,24.3,21,29.4,8.4,0,1.2,82.3,1004.5,6.4,26.8,0.5,0.015,0.049,0.003,29.7,19,19,10.4,2852
seoul,204,30,2020-07-22,22.7,21.3,25.1,3.8,27.8,1.1,94.9,1002.6,0,24,0.5,0.022,0.025,0.003,25.7,16.7,28,13.6,2880
seoul,205,30,2020-07-23,20.9,18.5,22.8,4.2,93.9,2.6,96.2,998.4,0,22,0.5,0.018,0.02,0.003,29.3,17.7,30,17.8,2910
seoul,206,30,2020-07-24,22.3,18.7,26.4,7.7,4.7,3.6,77.1,992,2.5,22.1,0.3,0.008,0.03,0.002,6,2.3,24,20.6,2934
seoul,207,30,2020-07-25,24.2,21.6,28.2,6.6,0,2.7,71.1,996.3,3.9,24.2,0.3,0.007,0.023,0.003,6.3,3,22,24.6,2956
seoul,208,31,2020-07-26,24.4,21.1,28.8,7.8,0.1,1.7,76.3,1000.1,6.1,25.9,0.3,0.009,0.03,0.003,11,6,10,22.8,2966
seoul,209,31,2020-07-27,23.5,21.7,25.5,3.8,2.7,1.2,91.9,1001.3,0.1,25.3,0.4,0.017,0.016,0.003,20,11.3,8,18.8,2974
seoul,210,31,2020-07-28,24,21.8,26.5,4.6,0.9,1.2,88.9,1003.2,1.4,25.5,0.4,0.018,0.015,0.003,15.3,6.7,4,13.6,2978
seoul,211,31,2020-07-29,23.7,22.2,25.5,3.4,42.6,1.2,97.2,1004.6,0.1,24.8,0.4,0.018,0.013,0.003,12,5.7,13,11.4,2991
seoul,212,31,2020-07-30,24.4,21.9,28.1,6.3,8.2,1.5,91.1,1006.1,4.4,27.3,0.4,0.015,0.025,0.003,18.7,10.7,7,8.4,2998
seoul,213,31,2020-07-31,25.1,20.9,29.4,8.5,4.8,1.3,89.4,1006.7,4.7,27.6,0.4,0.015,0.022,0.003,23.7,14,12,8.8,3010
daegu,1,1,2020-01-01,-0.6,-6.7,4.3,11,0,3,58.8,1016.6,6.3,-1.4,0.6,0.014,0.025,0.004,23,16,0,0,0
daegu,2,1,2020-01-02,1.9,-3,6.6,9.6,0,2.5,64.4,1014.4,6.5,0.5,0.7,0.021,0.022,0.004,52.5,37.5,0,0,0
daegu,3,1,2020-01-03,2.7,-1.5,7.7,9.3,0,2.6,56.1,1011.3,8,1.2,0.7,0.024,0.024,0.005,64.5,45,0,0,0
daegu,4,1,2020-01-04,1.7,-3.4,8.1,11.4,0,2.4,56.9,1010.9,7.3,0.4,0.8,0.025,0.022,0.005,48,33.5,0,0,0
daegu,5,2,2020-01-05,0.8,-5.4,9.1,14.5,0,1.1,61.8,1016.5,7.9,0.5,0.8,0.027,0.016,0.004,46,33.5,0,0,0
daegu,6,2,2020-01-06,1.7,-2.7,4.3,7.1,8.2,0.8,82.6,1013.8,0,1.2,0.9,0.033,0.006,0.004,48,36.5,0,0,0
daegu,7,2,2020-01-07,6.7,3.2,11.8,8.7,42.4,0.8,98.2,998.7,0,5.6,1,0.033,0.007,0.005,31,25.5,0,0,0
daegu,8,2,2020-01-08,6.8,4.1,13.3,9.2,1.3,4,74.1,998.5,2.6,6.3,0.6,0.011,0.028,0.004,14.5,9.5,0,0,0
daegu,9,2,2020-01-09,1.9,-1.3,5.8,7.1,0,3,62.8,1008.1,7.7,1.9,0.6,0.015,0.031,0.004,37,27,0,0,0
daegu,10,2,2020-01-10,1.1,-4.3,8.3,12.6,0,1.4,65.8,1008.6,8.2,1.3,0.7,0.028,0.017,0.004,45.5,33,0,0,0
daegu,11,2,2020-01-11,1.8,-2.7,7.5,10.2,0,2,59.5,1005,8.3,1.2,0.7,0.023,0.026,0.005,47,35,0,0,0
daegu,12,3,2020-01-12,1.5,-1.1,5.3,6.4,0,3,57,1002.6,7.8,1.4,0.6,0.013,0.033,0.004,35,25,0,0,0
daegu,13,3,2020-01-13,0.6,-2.4,4.5,6.9,0,3.1,51.9,1007.4,7.3,0.4,0.5,0.014,0.029,0.004,21.5,12.5,0,0,0
daegu,14,3,2020-01-14,0.2,-3.3,5.5,8.9,0,2.1,47.1,1010.7,7,0.3,0.6,0.019,0.025,0.004,29,20,0,0,0
daegu,15,3,2020-01-15,-0.7,-5.2,4.7,9.9,0,2.3,52.1,1013.1,8.5,-0.7,0.6,0.022,0.021,0.004,36,25.5,0,0,0
daegu,16,3,2020-01-16,-0.7,-5.8,6.4,12.2,0,1.5,51.4,1011.7,7.3,-0.4,0.6,0.026,0.016,0.004,35,23,0,0,0
daegu,17,3,2020-01-17,0.5,-4.3,7.7,12,0,1.1,59.3,1008.2,5.6,0.5,0.7,0.034,0.01,0.004,43.5,28,0,0,0
daegu,18,3,2020-01-18,2,-2.4,7.6,10,1.1,1.6,58.6,1006.4,3,1.8,0.6,0.03,0.016,0.004,43,29.5,0,0,0
daegu,19,4,2020-01-19,2.4,-3.2,7.5,10.7,0,2.2,57.4,1004.7,3.9,0.8,0.7,0.021,0.03,0.004,53.5,39,0,0,0
daegu,20,4,2020-01-20,3,-0.5,7.1,7.6,0,2.9,52.4,1007.5,6.7,2.1,0.7,0.019,0.029,0.004,57,35.5,0,0,0
daegu,21,4,2020-01-21,0.4,-5,7,12,0,1.5,49.3,1015.6,8.7,0.8,0.6,0.024,0.022,0.004,34,19,0,0,0
daegu,22,4,2020-01-22,2.7,-1.2,5.7,6.9,1.2,0.8,62,1011.7,0,1.6,0.8,0.038,0.006,0.006,53.5,35.5,0,0,0
daegu,23,4,2020-01-23,4.9,2,9.1,7.2,4.1,0.9,90.2,1009.4,1,5.1,0.8,0.028,0.009,0.004,37.5,28.5,0,0,0
daegu,24,4,2020-01-24,4.9,0.3,11.2,10.9,2.9,1.6,82.4,1016,5.1,4.7,0.7,0.019,0.023,0.004,43.5,30.5,0,0,0
daegu,25,4,2020-01-25,5.6,2.7,9.3,6.6,0.4,1,80.4,1016.1,0.6,5.4,0.6,0.014,0.026,0.004,23.5,12,0,0,0
daegu,26,5,2020-01-26,5.5,0.1,10.7,10.5,0.8,2.4,78.5,1013.6,3.5,4.7,0.6,0.013,0.023,0.003,18,10,0,0,0
daegu,27,5,2020-01-27,6.3,4.7,7.9,3.1,20.3,4.1,81.2,1005.8,0,5.2,0.4,0.007,0.036,0.003,8.5,3.5,0,0,0
daegu,28,5,2020-01-28,6.5,2.9,10.1,7.2,3.7,2.5,77.3,1003.3,1.3,6.2,0.5,0.016,0.025,0.004,13,6.5,0,0,0
daegu,29,5,2020-01-29,5.2,1.5,9.9,8.4,0.1,1.6,73.1,1001.8,2.8,5,0.6,0.019,0.019,0.004,21,10.5,0,0,0
daegu,30,5,2020-01-30,4.1,1,8.5,7.5,0.8,1.7,73.8,1001.2,2.6,4,0.5,0.015,0.026,0.004,18.5,9.5,0,0,0
daegu,31,5,2020-01-31,3.1,-0.5,8,8.5,0,1.3,76.6,1005.7,2.6,3.8,0.6,0.02,0.021,0.004,27,17,0,0,0
daegu,32,5,2020-02-01,2.4,-2.3,7.6,9.9,0,2.1,69.7,1009.9,6.2,2.1,0.8,0.02,0.029,0.004,63,49,0,0,0
daegu,33,6,2020-02-02,2.5,-2.6,8.8,11.4,0,1.6,64.9,1010.6,8.2,2.4,0.9,0.021,0.027,0.004,75.5,59,0,0,0
daegu,34,6,2020-02-03,1.9,-2.2,6.5,8.7,0,2.7,49.7,1011.3,7.8,2.2,0.6,0.017,0.031,0.004,37,26.5,0,0,0
daegu,35,6,2020-02-04,0.8,-5.8,6.9,12.7,0,2,48.5,1011.5,9.2,1.3,0.6,0.021,0.024,0.004,29.5,18.5,0,0,0
daegu,36,6,2020-02-05,-2.5,-6.5,2.6,9.1,0,3.8,35.2,1014.1,9.3,0.6,0.5,0.012,0.032,0.003,23,13.5,0,0,0
daegu,37,6,2020-02-06,-3.6,-10,3.4,13.4,0.1,1.6,54.8,1018.5,8.4,-1,0.5,0.021,0.02,0.003,25.5,14.5,0,0,0
daegu,38,6,2020-02-07,-0.4,-6.8,6.4,13.2,0,2.2,53.3,1013.6,8.3,0.4,0.6,0.024,0.019,0.004,40.5,27.5,0,0,0
daegu,39,6,2020-02-08,1.6,-2.2,6.4,8.6,0.3,3,53.1,1011.5,8.5,2.3,0.6,0.013,0.034,0.004,38.5,28,0,0,0
daegu,40,7,2020-02-09,0.7,-6.1,7,13.1,0.2,2.1,51.3,1010.4,9.2,1.8,0.6,0.013,0.033,0.004,31.5,21,0,0,0
daegu,41,7,2020-02-10,3.9,-1.3,10.7,12.1,0,2.3,54.8,1009.7,9,3.9,0.6,0.023,0.029,0.005,45,31,0,0,0
daegu,42,7,2020-02-11,4.7,-4.3,13.3,17.6,0,1.3,60.8,1014.3,8.3,4.2,0.8,0.032,0.019,0.004,58.5,40,0,0,0
daegu,43,7,2020-02-12,6.4,3.7,8.9,5.2,12,0.9,91.5,1004.1,0,5.6,0.8,0.034,0.01,0.004,57,45.5,0,0,0
daegu,44,7,2020-02-13,9.4,4,14.9,10.9,0,2.2,78.2,1004.3,6.8,9.2,0.6,0.02,0.022,0.004,26.5,19,0,0,0
daegu,45,7,2020-02-14,8.1,2.7,16.7,14,0,1.2,74.1,1007,7.2,7.9,0.7,0.025,0.021,0.004,46,31.5,0,0,0
daegu,46,7,2020-02-15,9.5,3.4,15.7,12.3,0.8,1.5,81.4,1005.7,4.4,8.6,0.7,0.019,0.032,0.004,48.5,33.5,0,0,0
daegu,47,8,2020-02-16,3.5,-1.5,10,11.5,3.7,3.9,72.9,996.9,3.1,6.2,0.5,0.008,0.033,0.003,17,10.5,0,0,0
daegu,48,8,2020-02-17,-2.5,-5.1,0.5,5.6,0.2,4.4,57.1,1001.6,6.4,1.1,0.4,0.007,0.034,0.003,20,11,0,0,0
daegu,49,8,2020-02-18,-1.5,-6.8,4.2,11,0,3.2,48.1,1011.4,9.8,1,0.4,0.013,0.03,0.004,23,14.5,1,0.2,1
daegu,50,8,2020-02-19,2.6,-3.9,10,13.8,0,1.8,53.1,1015.3,9.4,3.3,0.5,0.021,0.028,0.004,30,19,13,2.8,14
daegu,51,8,2020-02-20,4.6,-1.9,12.9,14.7,0,1.2,61.5,1019.2,9.3,4.9,0.6,0.029,0.023,0.005,49.5,33.5,35,9.8,49
daegu,52,8,2020-02-21,6.8,-1.9,14.6,16.6,0.1,1.5,62.8,1016.5,7.2,6.6,0.5,0.025,0.027,0.005,54.5,33,62,22.2,111
daegu,53,8,2020-02-22,6.9,2.1,10.8,8.7,0.8,4.1,51.1,1009.3,8.2,7.5,0.4,0.009,0.04,0.003,64.5,22,131,48.4,242
daegu,54,9,2020-02-23,3.7,-1.4,10.1,11.5,0,2.7,43.1,1014.1,10,5,0.4,0.01,0.036,0.003,24.5,11.5,113,70.8,355
daegu,55,9,2020-02-24,7.1,-2.2,16.2,18.4,0,1.5,43.6,1010.2,8.4,6.7,0.5,0.025,0.021,0.004,33,17.5,171,102.4,526
daegu,56,9,2020-02-25,6.1,4.6,8.6,4,36.7,1.7,94,1004.9,0,6.2,0.5,0.019,0.026,0.003,16.5,10.5,103,116,629
daegu,57,9,2020-02-26,6.9,3.9,11.2,7.3,1.4,1.8,84.4,1009.4,1.3,7.9,0.4,0.015,0.03,0.003,18.5,10.5,220,147.6,849
daegu,58,9,2020-02-27,4.3,0.6,8.4,7.8,0.1,1.7,74.1,1015.1,2.8,6.4,0.4,0.01,0.032,0.003,14.5,7,393,200,1242
daegu,59,9,2020-02-28,3,-0.4,6.5,6.9,1.1,1,89.3,1010.2,0,3.6,0.4,0.02,0.015,0.003,25,16,370,251.4,1612
daegu,60,9,2020-02-29,6,1.4,12,10.6,0,1.3,84.6,1004.8,4.5,7.4,0.4,0.018,0.019,0.003,27,19,816,380.4,2428
daegu,61,10,2020-03-01,7.9,2.7,13.1,10.4,0,1.3,78.1,1004.7,2.1,8.5,0.5,0.013,0.027,0.003,31,20.5,558,471.4,2986
daegu,62,10,2020-03-02,5.8,2,10.7,8.6,0.1,3.2,54.3,936.1,9,7.6,0.5,0.011,0.038,0.003,36.5,26,445,516.4,3431
daegu,63,10,2020-03-03,5.8,-0.1,11.5,11.6,0.2,1.5,74.2,1011,4.4,6.8,0.4,0.014,0.028,0.003,23.5,13.5,581,554,4012
daegu,64,10,2020-03-04,4.8,0.4,9.8,9.4,0,4,52.2,1006.1,8.2,7.7,0.4,0.01,0.037,0.003,31,18.5,494,578.8,4506
daegu,65,10,2020-03-05,2.5,-2.2,9.3,11.4,0,2.6,49.9,1010,10.3,5.3,0.5,0.014,0.037,0.003,38.5,29.5,408,497.2,4914
daegu,66,10,2020-03-06,3.8,-4.9,13.1,17.9,0,1.4,49.8,1008.2,10.4,6,0.5,0.026,0.024,0.004,37,25,490,483.6,5404
daegu,67,10,2020-03-07,5.1,-0.4,10.2,10.6,0.4,1,66.6,1005,0.3,5.4,0.6,0.027,0.019,0.004,43,30.5,455,485.6,5859
daegu,68,11,2020-03-08,7.3,0.3,15.6,15.4,0,1.5,73.3,1005.7,9.4,9.9,0.5,0.014,0.03,0.003,32.5,23,329,435.2,6188
daegu,69,11,2020-03-09,8.3,0.2,14.8,14.5,1,1.2,78.8,1001.2,4.3,9.2,0.6,0.021,0.022,0.004,35.5,22.5,216,379.6,6404
daegu,70,11,2020-03-10,8.3,5.4,10.3,5,10.3,2.5,89.5,992.3,0,9.3,0.5,0.015,0.031,0.003,25,18.5,102,318.4,6506
daegu,71,11,2020-03-11,5.2,0.7,10.3,9.6,0,3.5,47.2,1002.6,10.6,6.4,0.4,0.01,0.035,0.003,30,13.5,149,250.2,6655
daegu,72,11,2020-03-12,7.5,-1.9,16.1,18,0,1.9,43.1,1007.7,10.6,7.6,0.4,0.018,0.029,0.004,35,14,81,175.4,6736
daegu,73,11,2020-03-13,8,2.2,14.3,12.1,0,2.5,47.6,1005.9,5.3,8.7,0.4,0.017,0.032,0.003,34.5,17,65,122.6,6801
daegu,74,11,2020-03-14,5.5,-0.3,10.7,11,0,3.2,38.5,1000.9,10.4,8.6,0.4,0.008,0.04,0.004,29,11.5,68,93,6869
daegu,75,12,2020-03-15,5.3,0.3,11.6,11.4,0.3,3.8,49.2,996.8,7.6,7.1,0.4,0.009,0.039,0.004,39,17,45,81.6,6914
daegu,76,12,2020-03-16,4.8,-1.2,11,12.2,0.5,2.4,49.1,1006.9,10.6,8.1,0.4,0.012,0.035,0.004,24.5,11.5,42,60.2,6956
daegu,77,12,2020-03-17,7.8,0.1,14.8,14.7,0,2.4,57.1,1001.8,6.1,8.4,0.4,0.018,0.038,0.004,50,27,37,51.4,6993
daegu,78,12,2020-03-18,9.6,0.8,18.3,17.5,0,1.7,53.2,1000.4,10.8,11.8,0.4,0.019,0.039,0.004,50.5,28.5,55,49.4,7048
daegu,79,12,2020-03-19,9.4,2.8,18.6,15.8,0,4.1,48.3,992.5,8.9,10.9,0.4,0.015,0.041,0.004,58.5,21,109,57.6,7157
daegu,80,12,2020-03-20,10.3,4.3,17.2,12.9,0,3.3,35.7,999.6,10.9,12.4,0.3,0.01,0.037,0.003,51,8,47,58,7204
daegu,81,12,2020-03-21,13.8,3.1,23.5,20.4,0,1.9,49,997.8,9.8,14.7,0.5,0.018,0.044,0.005,58,20.5,109,71.4,7313
daegu,82,13,2020-03-22,12.4,5.6,19,13.4,0,2.8,57.6,999.4,9.8,16,0.4,0.01,0.051,0.004,50.5,22.5,54,74.8,7367
daegu,83,13,2020-03-23,9.7,1.4,18.4,17,0,2.4,52.9,1003.5,10.9,13.4,0.4,0.014,0.039,0.004,39,17.5,26,69,7393
daegu,84,13,2020-03-24,9,1.1,17,15.9,0,1.6,59.7,1007.5,10.9,13.7,0.4,0.016,0.038,0.004,35.5,20,32,53.6,7425
daegu,85,13,2020-03-25,11.1,1.3,19.9,18.5,0,1.5,59.8,1007.4,10.8,15.1,0.4,0.018,0.039,0.004,41,25.5,19,48,7444
daegu,86,13,2020-03-26,13,6.5,19.7,13.2,2.2,1.4,74.8,1003.2,3.7,14.5,0.5,0.025,0.025,0.003,39,25,38,33.8,7482
daegu,87,13,2020-03-27,12.3,7.5,16.9,9.4,4.3,2.1,89.4,999,0.5,13.3,0.5,0.016,0.022,0.003,30.5,22,43,31.6,7525
daegu,88,13,2020-03-28,7.4,3.8,11.5,7.8,0,2.2,63.7,1006.8,1.7,9.1,0.4,0.009,0.032,0.003,36.5,11,73,41,7598
daegu,89,14,2020-03-29,6.9,0.5,13.1,12.6,0.2,1.7,73.1,1008.8,4.7,10.2,0.4,0.009,0.031,0.003,26.5,10,25,39.6,7623
daegu,90,14,2020-03-30,9.8,3.3,17.5,14.2,0,1.5,66.7,1007.3,10.4,14.5,0.4,0.013,0.032,0.003,28,12.5,25,40.8,7648
daegu,91,14,2020-03-31,11,2.2,19.4,17.2,0,1.4,64.2,1003.7,10.3,15.2,0.4,0.016,0.032,0.004,31.5,17,62,45.6,7710
daegu,92,14,2020-04-01,11.6,6.3,18.5,12.1,0.1,2.5,56.9,999.8,4.2,14.6,0.5,0.017,0.04,0.004,52.5,27.5,22,41.4,7732
daegu,93,14,2020-04-02,10.4,1.6,18.1,16.5,0,2,45.8,1007.3,10.9,14.3,0.4,0.015,0.038,0.004,35.5,17,23,31.4,7755
daegu,94,14,2020-04-03,12.2,4,19.5,15.6,0,2.4,33.1,1006.1,11.2,15.8,0.5,0.016,0.043,0.004,41,23,14,29.2,7769
daegu,95,14,2020-04-04,9.4,2.8,17.2,14.3,0,3.1,46.8,1004.5,10.1,14.3,0.4,0.013,0.045,0.004,58,24,27,29.6,7796
daegu,96,15,2020-04-05,7.3,-0.6,15.4,16.1,0,2,43.7,1007.7,11.6,13.5,0.4,0.009,0.04,0.003,32,11.5,10,19.2,7806
daegu,97,15,2020-04-06,9.7,-0.8,18.2,19,0,1.9,41.5,1005.9,10.6,14.7,0.4,0.016,0.039,0.003,42.5,21.5,14,17.6,7820
daegu,98,15,2020-04-07,13.2,5.6,20.1,14.6,0,2.8,40,1001.1,10.6,16.6,0.5,0.015,0.06,0.005,84,36.5,13,15.6,7833
daegu,99,15,2020-04-08,10,4,17,13,0,3.2,45.5,1003.6,10.8,15.7,0.4,0.011,0.048,0.003,42.5,19.5,12,15.2,7845
daegu,100,15,2020-04-09,8.8,0.6,16.5,15.9,0,2.4,54.9,1008.3,10.9,14.9,0.4,0.013,0.038,0.003,38,20.5,4,10.6,7849
daegu,101,15,2020-04-10,9.8,5.6,14.7,9.1,0,1.8,57.5,1011.8,5.9,15.9,0.4,0.01,0.038,0.003,24,13.5,7,10,7856
daegu,102,15,2020-04-11,10,3.5,15.2,11.7,0,1.5,60.7,1005.7,4.4,14.5,0.4,0.013,0.034,0.003,30,18,9,9,7865
daegu,103,16,2020-04-12,8.3,3.9,13.8,10,3.8,2.6,74.1,1000.1,3.6,10.9,0.4,0.008,0.04,0.003,23,15.5,4,7.2,7869
daegu,104,16,2020-04-13,9,3.4,16.3,12.9,0.1,3.1,49.3,999.4,7.3,12.1,0.4,0.01,0.04,0.003,17.5,8.5,7,6.2,7876
daegu,105,16,2020-04-14,12.5,0.4,22.7,22.3,0,2.3,39.4,1002,11.9,16,0.4,0.018,0.033,0.003,28.5,14.5,7,6.8,7883
daegu,106,16,2020-04-15,13.5,5.3,22.2,16.9,0,2.3,45.2,1001,9.1,16.8,0.4,0.015,0.052,0.004,44.5,24.5,6,6.6,7889
daegu,107,16,2020-04-16,12,6.3,18.2,11.9,0,2.5,64.3,1006.3,10.3,17.7,0.4,0.009,0.042,0.003,36,16,8,6.4,7897
daegu,108,16,2020-04-17,10.4,7.8,14.2,6.3,12.1,1.3,88.9,1001.4,0.9,12.6,0.4,0.017,0.026,0.003,26.5,15.5,4,6.4,7901
daegu,109,16,2020-04-18,12.2,7.4,18.5,11,0.6,2.4,76.2,1002.1,6.1,14.4,0.4,0.01,0.037,0.003,30,17,4,5.8,7905
daegu,110,17,2020-04-19,10.2,6.9,14,7.1,19.3,2,87.2,1002.1,0.1,11.5,0.4,0.009,0.037,0.003,21.5,13,2,4.8,7907
daegu,111,17,2020-04-20,12.1,8.8,18,9.2,0.6,2.8,72.5,996.4,3.5,13.9,0.4,0.008,0.045,0.003,18,11.5,3,4.2,7910
daegu,112,17,2020-04-21,9.7,4.8,15.6,10.8,0,4.2,42.8,999.3,10.5,13.6,0.3,0.007,0.043,0.003,31,9,2,3,7912
daegu,113,17,2020-04-22,7.4,3.1,12.5,9.4,0,4.2,41.7,1001.1,10.1,11.7,0.3,0.006,0.041,0.003,56,9,3,2.8,7915
daegu,114,17,2020-04-23,8.8,3.1,15.1,12,0,3.8,43.2,1001.1,10.4,13.1,0.3,0.007,0.04,0.003,50.5,12.5,3,2.6,7918
daegu,115,17,2020-04-24,10.5,3.4,17.3,13.9,0,3.3,37.1,1000.6,11.9,14.7,0.3,0.009,0.045,0.003,39.5,11.5,3,2.8,7921
daegu,116,17,2020-04-25,14.8,3.6,23.5,19.9,0,3,43.7,996.7,11,17.8,0.4,0.011,0.064,0.004,57,21.5,3,2.8,7924
daegu,117,18,2020-04-26,11.9,6.2,18.3,12.1,0.2,2.5,57.5,1003.5,10.2,18,0.4,0.007,0.051,0.003,40,20,1,2.6,7925
daegu,118,18,2020-04-27,11.1,3.8,18.5,14.7,0.2,2.2,60.4,1006.2,9,16.7,0.4,0.012,0.041,0.003,30.5,15.5,1,2.2,7926
daegu,119,18,2020-04-28,13.8,3.7,21.5,17.7,0,2.4,45.9,1005.8,12.1,18.8,0.4,0.013,0.044,0.003,31.5,16,1,1.8,7927
daegu,120,18,2020-04-29,16.3,7.5,24.8,17.3,0,2.1,45,1005.2,12,21.2,0.4,0.016,0.057,0.004,45.5,24,3,1.8,7930
daegu,121,18,2020-04-30,18.3,7.8,26.9,19.1,0,2.2,49.3,1002,12,22.8,0.4,0.013,0.055,0.004,40.5,20.5,0,1.2,7930
daegu,122,18,2020-05-01,22.2,12.7,30.6,17.9,0,2.2,62.4,999.3,11.8,26.2,0.4,0.009,0.048,0.003,48.5,25.5,1,1.2,7931
daegu,123,18,2020-05-02,22.5,17,28.6,11.6,0,2.2,62.1,997.7,5.4,25.1,0.4,0.009,0.045,0.004,49,26,0,1,7931
daegu,124,19,2020-05-03,17.7,15.4,20.5,5.1,3.3,1.4,88,994.4,0.5,19.9,0.4,0.007,0.034,0.003,32,22,3,1.4,7934
daegu,125,19,2020-05-04,20,14.2,28.1,14,0,2.6,74.6,994.9,8.9,24.2,0.4,0.008,0.037,0.003,39,20,0,0.8,7934
daegu,126,19,2020-05-05,15.5,12.7,20.2,7.5,1.8,1.6,81.6,999.2,2.3,18.7,0.4,0.01,0.029,0.003,30.5,16.5,0,0.8,7934
daegu,127,19,2020-05-06,16.1,10.4,24.3,13.9,0,2.2,73,1001.8,11.2,22.6,0.3,0.009,0.034,0.003,31,14.5,0,0.6,7934
daegu,128,19,2020-05-07,14.5,7.2,21.8,14.6,0,2.1,60.9,1006.8,11,22,0.3,0.009,0.039,0.003,20,9,0,0.6,7934
daegu,129,19,2020-05-08,16.4,6.4,23.8,17.4,1.6,1.6,63.5,1002.9,9.7,23.4,0.3,0.011,0.04,0.004,30,15,0,0,7934
daegu,130,19,2020-05-09,15.8,14.1,17.4,3.2,28.7,1.5,96.2,994.1,0,16.9,0.3,0.009,0.033,0.003,16.5,10,0,0,7934
daegu,131,20,2020-05-10,17.2,14,21.4,7.3,0.1,2.8,77.1,992.7,5.3,19.5,0.4,0.005,0.042,0.003,20,11,2,0.4,7936
daegu,132,20,2020-05-11,19.7,12.7,26.3,13.7,0,2.8,51.9,993.6,11.7,22.9,0.4,0.012,0.047,0.003,59,21,0,0.4,7936
daegu,133,20,2020-05-12,18.2,12.7,24.5,11.8,0,3.2,49.3,991,11.5,22.7,0.4,0.008,0.054,0.003,61,17.5,1,0.6,7937
daegu,134,20,2020-05-13,17.3,9.7,24.2,14.5,0,3,45.1,1001.5,12.7,23.3,0.3,0.01,0.046,0.003,45.5,11.5,2,1,7939
daegu,135,20,2020-05-14,18.8,9.6,27,17.4,0,1.5,46.5,1003.3,8.1,23.5,0.3,0.017,0.042,0.003,102.5,19.5,0,1,7939
daegu,136,20,2020-05-15,15,13.6,18.2,4.6,18.6,1.3,86.8,998.3,0,16.6,0.4,0.013,0.039,0.003,43,18,3,1.2,7942
daegu,137,20,2020-05-16,17.7,13.7,23.7,10,0,1.4,86.2,993.6,4.6,20.7,0.4,0.01,0.037,0.003,32,22,1,1.4,7943
daegu,138,21,2020-05-17,20.1,15.5,26.4,10.9,0.1,1.3,80.9,992.5,8.4,24.4,0.5,0.008,0.05,0.003,47,31.5,1,1.4,7944
daegu,139,21,2020-05-18,18.1,15.4,21.7,6.3,13.2,2.2,86.2,988.4,1.9,21.6,0.5,0.01,0.044,0.003,35.5,26,1,1.2,7945
daegu,140,21,2020-05-19,14.2,10.7,18.4,7.7,4.8,2.5,76.2,986.1,4.7,17.6,0.3,0.008,0.04,0.003,23,10,0,1.2,7945
daegu,141,21,2020-05-20,13,7.7,18.7,11,0,2,71.9,997.9,6,17.8,0.3,0.008,0.028,0.003,13,5.5,1,0.8,7946
daegu,142,21,2020-05-21,14.3,7.8,21.1,13.3,0,1.8,74.1,1002.7,8.8,20.5,0.4,0.01,0.03,0.003,28,13.5,0,0.6,7946
daegu,143,21,2020-05-22,15.7,11.3,21.1,9.8,0,1.7,75.1,1001.9,6.8,21.9,0.4,0.01,0.035,0.003,27,14,2,0.8,7948
daegu,144,21,2020-05-23,17.7,11.1,24.9,13.8,0,1.4,72.2,999.1,10.8,24.4,0.4,0.01,0.041,0.004,24,13.5,1,0.8,7949
daegu,145,22,2020-05-24,19.5,13.9,25.9,12,0.6,1.9,72.3,996.2,7.4,23.9,0.4,0.009,0.041,0.003,27.5,17.5,6,2,7955
daegu,146,22,2020-05-25,18.8,13.5,23.7,10.2,0,1.6,71.1,997.8,4.4,23.2,0.4,0.011,0.042,0.003,25,16,2,2.2,7957
daegu,147,22,2020-05-26,19.6,13.9,26.1,12.2,0.1,1.6,66.9,995,7.4,25.3,0.4,0.013,0.048,0.003,39.5,26.5,2,2.6,7959
daegu,148,22,2020-05-27,18.9,13.8,25.1,11.2,0,2.1,57.7,995.1,11.8,26.6,0.3,0.009,0.052,0.003,25.5,14,2,2.6,7961
daegu,149,22,2020-05-28,18.6,11.3,26.3,15.1,0,1.6,58.4,996.2,10.7,26.4,0.3,0.013,0.051,0.003,30.5,17.5,2,2.8,7963
daegu,150,22,2020-05-29,18.7,11.2,26.1,14.9,0,1.6,62.4,1002.2,11.2,26.7,0.4,0.013,0.052,0.003,31.5,18,0,1.6,7963
daegu,151,22,2020-05-30,19.7,11.5,27.1,15.7,0,1.6,60.9,1004.3,11.2,27.1,0.4,0.012,0.055,0.004,32.5,19,1,1.4,7964
